cancer	dataset	target	num_cancer_samples	num_genes_detected	genes_detected
PAAD	DFCI	DFCI_ONCOPANEL_3	115	299	ABCB11, ABL1, AKT1, AKT2, ALK, APC, AR, ARAF, ARHGEF12, ARID1A, ARID1B, ARID2, ASXL1, ATM, ATR, ATRX, AURKB, AXIN2, AXL, BABAM1, BAP1, BARD1, BCL11B, BCL2L1, BCL6, BCOR, BCORL1, BMPR1A, BRAF, BRCA1, BRCA2, BRD4, BRE, BRIP1, BUB1B, C17orf70, CALR, CARD11, CBFA2T3, CBL, CBLB, CCND2, CCNE1, CD79B, CDC73, CDH4, CDK4, CDK8, CDKN1C, CDKN2A, CHEK1, CHEK2, CIC, CIITA, COL7A1, CREBBP, CRTC1, CSF3R, CTNNA1, CTNNB1, CUX1, CYLD, DAXX, DCLRE1C, DDB2, DDR2, DICER1, DIS3, DIS3L2, DMC1, DNMT3A, DOCK8, EGFR, EGLN1, ELANE, EME1, ENG, EP300, EPCAM, ERBB2, ERBB3, ERBB4, ERCC1, ERCC2, ERCC3, ERCC5, ERCC6, ERG, ESR1, ETV1, ETV4, ETV5, ETV6, EXT2, EZH2, FAM175A, FAN1, FANCA, FANCB, FANCC, FANCD2, FANCF, FANCG, FANCI, FANCL, FAT1, FBXW7, FGFR1, FGFR2, FGFR3, FGFR4, FH, FLT1, FLT3, FLT4, FOXA1, FUS, GALNT12, GATA2, GATA3, GATA4, GATA6, GBA, GEN1, GLI1, GLI2, GNA11, GNAS, GPC3, H19, HFE, ID4, IGF1R, IGF2, IL7R, JAK1, JAK2, JAK3, KAT6A, KAT6B, KCNQ1, KDM5A, KDM5C, KDM6A, KDR, KIF1B, KMT2A, KMT2D, KRAS, LIG4, LMO2, MAP2K1, MAP2K2, MAP2K4, MAP3K1, MBD4, MCM8, MDM2, MECOM, MED12, MEF2B, MET, MGA, MITF, MLH1, MLH3, MSH2, MSH6, MTA1, MTOR, MUS81, MUTYH, MYC, MYCN, MYD88, NBN, NEIL1, NEIL2, NEIL3, NF1, NF2, NFKBIE, NKX2-1, NKX3-1, NOTCH1, NOTCH2, NOTCH3, NR0B1, NSD1, NT5C2, NTHL1, NTRK1, NTRK3, NUP214, PALB2, PARK2, PAX5, PAXIP1, PBRM1, PDGFRB, PIK3C2B, PIK3CA, PIK3R1, PML, PMS1, PMS2, POLB, POLD1, POLE, POLH, POLQ, POT1, PRDM1, PRF1, PRKCI, PRKDC, PRSS1, PTCH1, PTEN, PTK2B, PTPN14, PVRL4, QKI, RAD21, RAD50, RAD51, RAD51C, RAD51D, RAD52, RAF1, RARA, RASA1, RB1, RBBP8, RBM10, RECQL4, RET, RHBDF2, RHOA, RHOT1, RIF1, RIT1, RNF43, ROS1, RPTOR, RSPO2, RUNX1T1, SETBP1, SETD2, SF3B1, SH2B3, SLX4, SMAD4, SMARCA4, SMO, SOCS1, SOX9, SPOP, STAG2, STAT3, STAT6, STK11, SUFU, SUZ12, TAL1, TCF3, TDG, TERT, TET1, TET2, TFE3, TLX3, TMPRSS2, TNFAIP3, TOPBP1, TP53, TP53BP1, TRAF3, TRAF7, TRIM37, TSC1, TSC2, TSHR, U2AF1, UBE2T, UROD, USP28, USP8, WAS, WHSC1, WHSC1L1, WRN, WT1, XPC, XRCC2, XRCC3, YAP1, ZNF217, ZNRF3
PAAD	DFCI	DFCI_ONCOPANEL_2	107	191	AKT1, AKT3, ALK, APC, AR, ARID1A, ARID1B, ARID2, ASXL1, ATM, ATRX, AURKA, AXL, BCL2L1, BCL6, BCOR, BCORL1, BMPR1A, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BUB1B, CADM2, CARD11, CBL, CBLB, CCND2, CCNE1, CDH1, CDK1, CDKN2A, CDKN2C, CIITA, CREBBP, CRTC1, CTNNB1, CUX1, CYLD, DDB2, DEPDC5, DICER1, DIS3, DMD, DNMT3A, EED, EP300, EPHA3, EPHA5, ERBB2, ERBB3, ERBB4, ERCC2, ERCC4, ERCC5, ETV1, ETV4, ETV6, EWSR1, EXT1, FANCA, FANCD2, FANCF, FBXW7, FGFR1, FGFR2, FGFR3, FGFR4, FKBP9, FLCN, FLT1, FLT3, FLT4, FUS, GATA4, GATA6, GLI1, GLI2, GLI3, GNA11, GNAS, GPC3, HNF1A, ID3, IDH1, IGF1R, IKZF1, IKZF3, JAK2, JAK3, KDM6A, KDM6B, KDR, KEAP1, KIT, KMT2A, KMT2D, KRAS, LMO1, LMO2, LMO3, MAP2K1, MAP2K4, MAP3K1, MAPK1, MCL1, MECOM, MET, MITF, MLH1, MSH2, MSH6, MTOR, MUTYH, MYCL, MYCN, NBN, NF1, NF2, NFKBIA, NFKBIZ, NOTCH1, NOTCH2, NPRL3, NRAS, NTRK1, NTRK3, PALB2, PBRM1, PDCD1LG2, PIK3C2B, PIK3CA, PIK3R1, PMS2, PRAME, PRDM1, PRF1, PRKCI, PRKDC, PRPF40B, PRPF8, PTCH1, PTPRD, QKI, RAF1, RARA, RB1, RBL2, RECQL4, RET, RFWD2, RHPN2, ROS1, RP4-806M20.3, SBDS, SDHC, SETBP1, SETD2, SF1, SF3B1, SH2B3, SLITRK6, SMAD4, SMARCA4, SMARCB1, SOX9, SQSTM1, SRSF2, STAG1, STAG2, STAT6, STK11, SUFU, SYK, TCF3, TCF7L1, TCF7L2, TERT, TET2, TLR4, TP53, TSC1, TSC2, U2AF1, VHL, WRN, XPA, XPC, XPO1, ZNF217
PAAD	UHN	UHN_48_V1	26	21	ABL1, BRAF, CDKN2A, ERBB4, FGFR2, FGFR3, GNA11, KDR, KRAS, NOTCH1, NRAS, PIK3CA, PTEN, RB1, RET, SMAD4, SMO, SRC, STK11, TP53, VHL
PAAD	VICC	VICC_01_T7	22	101	ABL2, AMER1, APC, ARID1A, ARID1B, ATM, ATRX, AXL, BARD1, BCORL1, BRCA1, BRCA2, BRIP1, CBL, CD79A, CDKN2A, CDKN2B, CIC, CTNNB1, CUL3, DAXX, DNMT3A, EGFR, ERBB2, FANCD2, FANCG, FANCL, FBXW7, FGF10, FGF6, FH, FLT4, FOXL2, GATA4, GNA13, GNAQ, GNAS, GPR124, GRIN2A, HSP90AA1, IKBKE, IKZF1, KAT6A, KDM5A, KEAP1, KMT2C, KMT2D, KRAS, LRP1B, LYN, LZTR1, MAGI2, MAP2K4, MCL1, MED12, MITF, MLH1, MPL, MSH2, MSH6, NF1, NOTCH1, NOTCH3, NPM1, NSD1, NTRK1, NTRK3, PBRM1, PDGFRB, PIK3C2B, PIK3CA, PIK3R1, PLCG2, POLD1, POLE, PRKDC, PTCH1, PTPN11, RAD50, RB1, RET, RICTOR, RNF43, ROS1, RUNX1, RUNX1T1, SDHA, SMAD4, SMARCA4, SPEN, SPTA1, SUFU, TAF1, TBX3, TET2, TGFBR2, TNFRSF14, TOP2A, TP53, U2AF1, ZNF703
PAAD	DFCI	DFCI_ONCOPANEL_1	18	56	ALOX12B, APC, AR, ARID1B, ASXL1, BLM, BRAF, BRCA2, BRD4, CBLB, CDH1, CDKN1A, CDKN2A, CIITA, CYLD, DIS3, DMD, EP300, EPHA7, ERCC5, ESR1, EZH2, FBXW7, FLT4, GLI3, IGF1R, JAK3, KDM6B, KIT, KMT2D, KRAS, MECOM, MSH6, MTOR, MYBL1, NF2, NKX2-1, PALB2, PDGFRA, PMS2, PRKDC, PTCH1, PTEN, RBL2, SDHAF2, SDHB, SETD2, SMAD4, SRC, STK11, TCF7L1, TERT, TET2, TP53, TSC2, XPO1
PAAD	MDA	MDA_50_V1	15	8	CDKN2A, GNAS, KDR, KRAS, NOTCH1, PIK3CA, SMAD4, TP53
PAAD	MSK	MSK_IMPACT341	10	21	APC, BARD1, BCOR, BRCA2, CDKN2A, EED, EPHB1, FAT1, GNAS, HIST1H1C, INPP4B, KRAS, MDC1, MDM2, MSH2, NSD1, PARP1, RNF43, SOX9, TERT, TP53
PAAD	WAKE	WAKE_CLINICAL_T7	8	26	ABL1, ACVR1B, APC, ARID1A, ATM, BRCA2, CHD2, CHEK1, EP300, EPHA3, EPHB1, ERBB2, FANCD2, MAP2K1, MITF, MLH1, MPL, MSH6, NF2, NUP93, PIK3R1, PLCG2, PREX2, RAD50, SMAD4, SMARCA4
PAAD	MDA	MDA_46_V1	6	5	EGFR, ERBB2, KRAS, SMAD4, TP53
PAAD	NKI	NKI_TSACP_MISEQ_NGS	5	3	KRAS, SMAD4, TP53
PAAD	JHU	JHU_50GP_V2	4	4	CDKN2A, KRAS, SMAD4, TP53
PAAD	VICC	VICC_01_T5A	3	9	APC, AR, AXL, CHEK1, FANCD2, KRAS, PIK3CA, SPEN, TP53
PAAD	GRCC	GRCC_CHP2	1	2	KRAS, TP53
PAAD	GRCC	GRCC_MOSC3	1	2	GNAS, KRAS
